page_name,Sum of impressions,Sum of spend,delivery_by_region,ad_creative_bodies,ad_creative_link_captions,ad_creative_link_descriptions,ad_creative_link_titles,byline,performance
Donald J. Trump,619499.5,11845.5,Michigan,"MICHIGAN: I'm coming to Saginaw!

Join me on Thursday, October 3rd — at 3:00PM. Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join me in Saginaw!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",52.29829893
Donald J. Trump,60000,1149.5,Nevada,"🎟️ I'M COMING TO NEVADA 🎟️
I will be in Las Vegas on January 27th. Will you join me?
Get your free tickets now >>>,🎟️ I'M COMING TO NEVADA 🎟️
I will be in Las Vegas on January 27th. Will you join me?
Get your free tickets now >>>",event.donaldjtrump.com,"RSVP Now >>>,RSVP Now >>>","NV: Join President Trump,NV: Join President Trump","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",52.19660722
Donald J. Trump,15499.5,298,Michigan,,"register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com",,,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",52.01174497
Donald J. Trump,707994,13642.5,Pennsylvania,"PENNSYLVANIA: Join me in Johnstown!

I'll see you Friday, August 30th — at 4:30PM. Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join me in Johnstown!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",51.89620671
Donald J. Trump,331989,6486,Georgia,"Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF GEORGIA! 

VOTE EARLY TODAY!",vote.donaldjtrump.com,Georgia Voting Information: Make sure you have all the information you need to make this election too big to rig.,LET’S MAGA!!!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",51.18547641
Donald J. Trump,40498.5,794,Wisconsin,"Claim your FREE TICKETS to join me in Green Bay! 🇺🇸

Be part of a HISTORIC Rally!

Get your tickets before they’re gone – and I’ll see you soon!",event.donaldjtrump.com,Join President Trump in WI!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",51.00566751
Donald J. Trump,1070000,21000,Michigan,Voting has never been more important. Everything is at stake in this Election and we need YOU to VOTE EARLY in MICHIGAN,vote.donaldjtrump.com,Pres. Trump needs you to vote!,MAKE IT TOO BIG TO RIG,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",50.95238095
Donald J. Trump,525996,10345.5,Pennsylvania,"I'm coming to Latrobe!

Join me on Saturday, October 19th — at 6:00PM. Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com/,"Join me in Latrobe, PA!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",50.84297521
Donald J. Trump,1275000,25100,Michigan,"⚠️ MICHIGAN VOTER ALERT⚠️
Have you returned your ballot yet?

Trump is counting on YOU to vote. 

Return your Ballot TODAY!",vote.donaldjtrump.com,HELP PRES. TRUMP WIN BIG!,IT'S TIME TO RETURN YOUR BALLOT.,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",50.79681275
Donald J. Trump,5000,100,Pennsylvania,"I’m coming to Philadelphia, PA TOMORROW!

Join me at this HUGE rally.

Claim your FREE tickets now 🎟️",event.donaldjtrump.com,Join me in PA!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",50
Donald J. Trump,10000,200,Georgia,"Phone? Check! Keys? Check! Trump Ballot???

GEORGIA: SECURE YOUR TRUMP VOTE TODAY!

Return your ballot NOW!,Phone? Check! Keys? Check! Trump Ballot???

GEORGIA: SECURE YOUR TRUMP VOTE TODAY!

Return your ballot NOW!,Phone? Check! Keys? Check! Trump Ballot???

GEORGIA: SECURE YOUR TRUMP VOTE TODAY!

Return your ballot NOW!",vote.donaldjtrump.com,"Urgent voter request,Urgent voter request,Urgent voter request","Return your ballot NOW >>>,Return your ballot NOW >>>,Return your ballot NOW >>>","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",50
Donald J. Trump,10000,200,Michigan,"Join me and my Vice Presidential nominee, JD Vance in Grand Rapids on Saturday, July 20th — at 5:00PM! Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join me in FL!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",50
Donald J. Trump,40000,800,Arizona,"THOUSANDS of people in ARIZONA have RETURNED THEIR BALLOT. 

IT’S YOUR TURN!!!,THOUSANDS of people in ARIZONA have RETURNED THEIR BALLOT. 

IT’S YOUR TURN!!!,THOUSANDS of people in ARIZONA have RETURNED THEIR BALLOT. 

IT’S YOUR TURN!!!",vote.donaldjtrump.com,"Urgent voter request,Urgent voter request,Urgent voter request","Return your ballot NOW >>>,Return your ballot NOW >>>,Return your ballot NOW >>>","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",50
Donald J. Trump,563000,11300,Wisconsin,"WISCONSIN: I'm coming to Juneau!

Join me on Sunday, October 6th — at 2:00PM. Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,"Join me in Juneau, WI!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",49.82300885
Donald J. Trump,87000,1748.5,Pennsylvania,"Join my son, Donald Trump Jr. on Monday, October 28th — at 6:00PM. Be part of a HISTORIC event.",event.donaldjtrump.com,"Join Team Trump in Coplay, PA!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",49.75693452
Donald J. Trump,679000,13700,Michigan,"𝗗𝗼𝗻'𝘁 𝗯𝗲 𝘁𝗵𝗲 𝗼𝗻𝗹𝘆 𝗼𝗻𝗲 𝘄𝗵𝗼 𝗱𝗶𝗱𝗻'𝘁 𝘃𝗼𝘁𝗲.

🚨 MICHIGAN - We CANNOT let Democrats STEAL THIS ELECTION! 🚨

Don't let me down!",vote.donaldjtrump.com,"Small action, HUGE impact!",REQUEST YOUR OFFICIAL MICHIGAN BALLOT,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",49.5620438
Donald J. Trump,185499.5,3748.5,Pennsylvania,"PENNSYLVANIA: I'm coming to Scranton!

Join me on Wednesday, October 9th — at 3:00PM. Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,"Join me in Scranton, PA!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",49.48632786
Donald J. Trump,256999,5198,Wisconsin,"I’m coming to Green Bay, WI!

Join me for a HUGE rally.

Claim your FREE tickets now 🎟️",event.donaldjtrump.com,Join President Trump in WI!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",49.44190073
Donald J. Trump,83499.5,1696,Pennsylvania,"Team Trump is coming to Lancaster, PA!

Join Robert F. Kennedy Jr. and Calley Means on Thursday, October 24th at 7:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,"Join me in Lancaster, PA!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",49.23319575
Donald J. Trump,100499.5,2049.5,Michigan,"This is Pres. Trump. 𝗠𝘆 𝘁𝗲𝗮𝗺 𝗷𝘂𝘀𝘁 𝘁𝗼𝗹𝗱 𝗺𝗲 𝘆𝗼𝘂 𝗛𝗔𝗩𝗘 𝗡𝗢𝗧 𝗿𝗲𝗾𝘂𝗲𝘀𝘁𝗲𝗱 𝘆𝗼𝘂𝗿 𝗯𝗮𝗹𝗹𝗼𝘁.

Without your vote, I could LOSE [State]‼️",vote.donaldjtrump.com,Michigan Voting Information: Make sure you have all the information you need to make this election too big to rig.,MICHIGAN NEEDS YOU! PLEASE REQUEST NOW!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",49.03610637
Donald J. Trump,774000,15800,Michigan,"I'm coming to DETROIT

Join me on Friday, October 18th — at 7:00PM. Be part of a HISTORIC RALLY.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸 🗽",event.donaldjtrump.com,Join me in Detroit!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",48.98734177
Donald J. Trump,308000,6300,Pennsylvania,"Join Senator JD Vance in Johnstown, PA on Saturday, October 12th — at 2:30PM. Be part of a HISTORIC event.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,Join Team Trump in Johnstown!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",48.88888889
Donald J. Trump,222000,4599,Pennsylvania,"I'm coming to Allentown, PA!

Join me on Tuesday, October 29th at 6:00PM. Be part of a HISTORIC RALLY.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,"Join me in Allentown, PA!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",48.27136334
Donald J. Trump,74498.5,1546.5,Michigan,"Join Vivek Ramaswamy, Congressman Tim Walberg, Alina Habba and Tudor Dixon on Friday, September 13th — at 6:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join Team Trump in Farmington Hills!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",48.1723246
Donald J. Trump,154000,3200,Pennsylvania,"Join JD Vance in Newtown, PA on Saturday, September 28th — at 5:15PM. Be part of a HISTORIC event.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,Join Team Trump in Newtown!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",48.125
Donald J. Trump,136495.5,2842.5,Michigan,"Team Trump is coming to Wyandotte!

Join my son, Eric Trump, on Monday, October 28th — at 6:00PM. Be part of a HISTORIC event.",event.donaldjtrump.com,"Join Team Trump in Wyandotte, MI!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",48.01952507
Donald J. Trump,35498.5,743.5,Pennsylvania,"Claim your FREE TICKETS to join me in Schnecksville, PA! 🇺🇸

Be part of a HISTORIC Rally!

Get your tickets before they’re gone – and I’ll see you soon!",event.donaldjtrump.com,Join President Trump in PA!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",47.74512441
Donald J. Trump,269000,5647.5,Michigan,"Join JD Vance in Traverse City on Wednesday, September 25th — at 7:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,Join Team Trump in Traverse City!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",47.63169544
Donald J. Trump,58997,1241.5,Arizona,"MESA: Team Trump is holding an event with Governor Greg Abbott, Former Lt. Governor Abel Maldonado, and Representative Eli Crane!

Join them on Tuesday, September 3rd — at 6:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone – and we’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join Team Trump in Mesa!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",47.52074104
Donald J. Trump,771499.5,16245.5,Wisconsin,"WISCONSIN: I'm coming to Mosinee!

Join me on Saturday, September 7th — at 1:00PM. Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join me in Mosinee!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",47.4900434
Donald J. Trump,581000,12248.5,Michigan,"I'm coming to Novi!

Join me on Saturday, October 26th at 12:00PM. Be part of a HISTORIC RALLY.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,"Join me in Traverse City, MI!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",47.43437972
Donald J. Trump,990000,20896,Georgia,"I'm coming to Atlanta!

Join me on Monday, October 28th at 6PM. Be part of a HISTORIC Rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join me in Atlanta!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",47.37748851
Donald J. Trump,278000,5899,Michigan,"Join Tulsi Gabbard & Robert F. Kennedy Jr. in Dearborn, MI on Saturday, September 28th — at 6:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,Join Team Trump in Dearborn!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",47.12663163
Donald J. Trump,200000,4249.5,Georgia,"Join my son, Eric Trump, in South Atlanta on Friday, November 1st — at 6:00PM.

Be part of a HISTORIC event.",event.donaldjtrump.com,Join Team Trump in Atlanta!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",47.06436051
Donald J. Trump,80000,1700,Wisconsin,"I'm coming to Racine, WI!

Save the date of June 18th because I’ll be looking for YOU there.

Get your tickets before they’re GONE!",event.donaldjtrump.com,Join me in WI!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",47.05882353
Donald J. Trump,48996,1042.5,Wisconsin,"MILWAUKEE: Team Trump is holding an event with Governor Doug Burgum, U.S. Representative Bryan Steil, former Governor Tommy Thompson, and Monica Crowley!

Join them on Thursday, September 5th — at 7:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone – and we’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join Team Trump in Milwaukee!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",46.99856115
Donald J. Trump,39497.5,842.5,Georgia,"GEORGIA: Join me for a HUGE rally in Rome, GA! 🇺🇸

Get your FREE tickets now!",event.donaldjtrump.com,Join President Trump in GA!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",46.88130564
Donald J. Trump,94498.5,2043.5,Nevada,"Join Robert F. Kennedy Jr. & Tulsi Gabbard in Las Vegas on Saturday, September 21st — at 6:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,Join Team Trump in Las Vegas!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",46.24345486
Donald J. Trump,2353000,51049.5,Michigan,"Michigan:

We need AMERICAN PATRIOTS to swamp the vote! Don't let us down!
⬇️⬇️⬇️",vote.donaldjtrump.com,ALL PATRIOTS MUST VOTE!,REQUEST YOUR MICHIGAN BALLOT NOW!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",46.09251805
Donald J. Trump,230000,5000,Michigan,"MICHIGAN: Join JD Vance in Big Rapids!

Tuesday, August 27th — at 1:30PM. Be part of a HISTORIC event.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,Join JD Vance in Big Rapids!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",46
Donald J. Trump,605000,13200,Michigan,"MICHIGAN! MICHIGAN! MICHIGAN!

𝗣𝗿𝗲𝘀𝗶𝗱𝗲𝗻𝘁 𝗧𝗿𝘂𝗺𝗽 𝘄𝗮𝘀 𝗮𝘀𝗸𝗶𝗻𝗴 𝗮𝗯𝗼𝘂𝘁 𝗬𝗢𝗨! 🫵 🫵 🫵

WE NEED YOUR VOTE!",vote.donaldjtrump.com,LET'S MAKE IT TOO BIG TO RIG!,Michigan: REQUEST YOUR BALLOT,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",45.83333333
Donald J. Trump,1635000,36000,Georgia,"ATTENTION GEORGIA: I’m humbly asking you to stop what you’re doing and check your voter registration status.

Only a handful of votes will decide this election.

We can stop inflation, secure our borders, lower taxes, and make America Great Again!

Click the link below now before it's too late.

Register to vote now and MAKE AMERICA GREAT AGAIN!",register.donaldjtrump.com,Make sure you are registered to vote!!,VOTE to Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",45.41666667
Donald J. Trump,52000,1149.5,Georgia,"GEORGIA: I'm coming to Savannah!

Join me on Tuesday, September 24th — at 1:00PM. Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join me in Savannah!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",45.23705959
Donald J. Trump,455000,10100,Michigan,"MICHIGAN:

We need AMERICAN PATRIOTS to swamp the vote! Don't let us down!
⬇️⬇️⬇️,MICHIGAN:

We need AMERICAN PATRIOTS to swamp the vote! Don't let us down!
⬇️⬇️⬇️",vote.donaldjtrump.com,"ALL PATRIOTS MUST VOTE!,ALL PATRIOTS MUST VOTE!","REQUEST YOUR MICHIGAN BALLOT NOW!,REQUEST YOUR MICHIGAN BALLOT NOW!","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",45.04950495
